Wall time,Step,Value
1733032662.438924,280,0.78285813331604
1733032666.9933164,283,0.770081102848053
1733032706.8392975,309,0.7740808725357056
1733032742.3032808,332,0.73781418800354
1733032847.444111,396,0.7319004535675049
1733032861.1190615,405,0.702584981918335
1733032962.4527304,467,0.6593755483627319
1733032970.0375173,472,0.6737892627716064
1733033051.9463785,493,0.5638781785964966
1733033079.197201,511,0.6721076965332031
1733033132.4498274,546,0.6055377721786499
1733033135.4878643,548,0.5555213093757629
1733033147.6448238,556,0.6307336091995239
1733033312.0747545,659,0.5809181332588196
1733033379.3873622,698,0.5279451608657837
1733033400.6621125,712,0.5451443195343018
1733033543.012289,774,0.534000039100647
1733033584.050319,801,0.5046370029449463
1733033616.310052,817,0.5562937259674072
1733033626.928499,824,0.5238844156265259
1733033699.990582,872,0.5570694804191589
1733033719.7995355,885,0.5170063972473145
1733033741.1277044,899,0.5208700895309448
1733033756.3065326,909,0.4809914231300354
1733033872.8755593,952,0.4909869432449341
1733033892.4275844,960,0.56684410572052
1733033966.5070472,1009,0.5245205163955688
1733033987.797344,1023,0.5092750191688538
1733033990.8338168,1025,0.46642476320266724
1733034013.6209414,1040,0.49282264709472656
1733034022.7696948,1046,0.5044838190078735
1733034072.6146252,1074,0.4434567093849182
1733034246.0046525,1183,0.477973997592926
1733034333.0257866,1209,0.5063221454620361
1733034334.5438883,1210,0.4374678134918213
1733034343.6654613,1216,0.4758662283420563
1733034384.7188904,1243,0.41565394401550293
1733034398.4548712,1252,0.4962168037891388
1733034480.8092668,1301,0.4180055558681488
1733034485.3596609,1304,0.5060263872146606
1733034526.309018,1331,0.44126105308532715
1733034543.010223,1342,0.44134801626205444
1733034637.5233283,1399,0.4131958484649658
1733034666.362651,1418,0.43704211711883545
1733034839.0450041,1499,0.4290351867675781
1733034930.3834128,1554,0.3978169858455658
1733034934.9348812,1557,0.3652469217777252
1733034956.2070007,1571,0.4068564474582672
1733034962.2771144,1575,0.43199533224105835
1733035035.1429195,1623,0.412194162607193
1733035053.3016965,1630,0.4150065779685974
1733035086.5955632,1652,0.45227789878845215
1733035104.8172944,1664,0.41770538687705994
1733035167.8932889,1674,0.39932435750961304
1733035213.3154354,1704,0.440782368183136
1733035230.0315094,1715,0.42951500415802
1733035251.2957885,1729,0.4092369079589844
1733035300.0482118,1761,0.3991050720214844
1733035351.9565425,1790,0.42504969239234924
1733035376.241802,1806,0.383487343788147
1733035400.5174737,1822,0.45194342732429504
1733035406.5895054,1826,0.3710443377494812
1733035432.408092,1843,0.4329236149787903
1733035493.1016386,1878,0.3726955056190491
1733035621.4627373,1929,0.3855966031551361
1733035648.7469473,1947,0.3865697979927063
1733035662.400384,1956,0.38320839405059814
1733035683.6541321,1970,0.38250184059143066
1733035686.6926527,1972,0.38649752736091614
1733035691.2509313,1975,0.35054928064346313
1733035765.6231396,2019,0.431512713432312
1733035833.931262,2064,0.3819701075553894
1733035861.243163,2082,0.3386445939540863
1733035874.9009254,2091,0.36293235421180725
1733035894.6387897,2104,0.3528800904750824
1733035906.9048471,2107,0.3687392771244049
1733035919.0448694,2115,0.37320035696029663
1733036028.14318,2155,0.37027812004089355
1733036053.7364933,2172,0.36295032501220703
1733036073.4137797,2185,0.4081774055957794
1733036155.4220133,2239,0.38722527027130127
1733036216.2963374,2274,0.35825395584106445
1733036278.5445888,2315,0.3364908695220947
1733036307.4173076,2334,0.3897416591644287
1733036501.7099597,2425,0.3694123327732086
1733036519.9350739,2437,0.3309849202632904
1733036538.1678855,2449,0.3476821184158325
1733036568.5615537,2469,0.36165153980255127
1733036576.1594112,2474,0.35025644302368164
1733036577.676327,2475,0.3739962577819824
1733036615.337228,2495,0.3619877099990845
1733036622.9269125,2500,0.3728860020637512
1733036691.2510254,2545,0.3914032578468323
1733036709.487309,2557,0.35797128081321716
1733036770.4895,2592,0.37684011459350586
1733036871.682838,2627,0.3652357757091522
1733036873.1814272,2628,0.36629778146743774
1733036876.1776545,2630,0.3694291412830353
1733036942.6448963,2674,0.3545841872692108
1733036968.4810586,2691,0.3675536513328552
1733036971.5248618,2693,0.38483139872550964
1733036979.1275918,2698,0.40322744846343994
1733037024.8504488,2723,0.3486570119857788
1733037026.3693037,2724,0.39626312255859375
1733037041.5280962,2734,0.3912898004055023
1733037044.573905,2736,0.37035852670669556
1733037052.1685004,2741,0.3620868921279907
1733037096.2070556,2770,0.3770524263381958
1733037118.9896681,2785,0.37151584029197693
1733037128.0945127,2791,0.36025089025497437
1733037384.3148935,2923,0.36537593603134155
1733037475.4425912,2978,0.3271242380142212
1733037496.6858516,2992,0.33323296904563904
1733037549.8208117,3027,0.3620346784591675
1733037769.5381455,3134,0.3752613961696625
1733037884.6530728,3205,0.38863879442214966
1733037951.43975,3249,0.3644680082798004
1733037992.4392257,3276,0.3503929078578949
1733037996.990409,3279,0.3450746238231659
1733038137.970639,3337,0.37409257888793945
1733038231.5845473,3399,0.35600244998931885
1733038292.1647933,3434,0.3404495120048523
1733038343.7004464,3468,0.3822298049926758
1733038364.9402676,3482,0.36258241534233093
1733038367.9742928,3484,0.34274306893348694
1733038369.4926534,3485,0.36678487062454224
1733038464.8003423,3543,0.380767822265625
1733038623.6597548,3614,0.35201412439346313
1733038672.4117067,3646,0.37180593609809875
1733038742.5338943,3687,0.33115220069885254
1733038789.5825324,3718,0.3771290183067322
1733039025.9331174,3838,0.31745100021362305
1733039053.2118309,3856,0.3704524338245392
1733039056.2450259,3858,0.35238921642303467
1733039132.1482282,3908,0.3511762320995331
1733039224.8569157,3964,0.3251410722732544
1733039247.6198905,3979,0.36417990922927856
1733039334.0602643,4031,0.3240334987640381
1733039414.5686305,4052,0.31922101974487305
1733039422.0393662,4057,0.31629955768585205
1733039425.0356836,4059,0.3428228497505188
1733039490.1434138,4102,0.3237307369709015
1733039595.3431878,4166,0.32885846495628357
1733039637.8433912,4194,0.33945584297180176
1733039680.382198,4222,0.3174065947532654
1733039766.6097846,4274,0.37378185987472534
1733039909.1590736,4336,0.34485021233558655
1733039925.9509022,4347,0.3425655961036682
1733040044.579117,4420,0.35558515787124634
1733040065.8451898,4434,0.33238571882247925
1733040074.963699,4440,0.31990599632263184
1733040112.9695592,4465,0.36175334453582764
1733040120.5578432,4470,0.36772704124450684
1733040175.4965434,4501,0.355635404586792
1733040285.5970373,4542,0.4021657109260559
1733040305.2545652,4555,0.3295329213142395
1733040308.28063,4557,0.3708984851837158
1733040439.4271011,4638,0.34475815296173096
1733040489.5164385,4671,0.3460703492164612
1733040586.6610677,4730,0.3513667583465576
1733040612.31077,4747,0.37448638677597046
1733040690.468076,4768,0.3319055438041687
1733040845.9278426,4866,0.33344149589538574
1733040900.3393748,4902,0.39846569299697876
1733040906.4078736,4906,0.34365347027778625
1733040918.5462513,4914,0.32761916518211365
1733041038.5176215,4988,0.3515082895755768
1733041147.3474028,5026,0.37179309129714966
1733041165.510871,5038,0.35011592507362366
1733041168.547345,5040,0.3824332356452942
1733041226.3812156,5078,0.3728537857532501
1733041244.6967797,5090,0.3300948739051819
1733041316.0821679,5132,0.38331854343414307
1733041427.116252,5200,0.33440303802490234
1733041440.7093668,5209,0.3464375436306
1733041445.2516482,5212,0.3620772957801819
1733041607.1493094,5288,0.3740155100822449
1733041610.1839485,5290,0.34509414434432983
1733041699.9719863,5344,0.4065609574317932
1733041742.436858,5372,0.3559911251068115
1733041850.5018473,5438,0.37096747756004333
1733041963.4221523,5477,0.3819541931152344
1733042099.487635,5567,0.3864169716835022
1733042131.620905,5583,0.34770455956459045
1733042152.8756447,5597,0.335406631231308
1733042245.4951913,5658,0.3740025758743286
1733042286.7512708,5680,0.3778744339942932
1733042443.5594652,5753,0.35516050457954407
1733042446.5987995,5755,0.3922271430492401
1733042495.1498296,5787,0.35464754700660706
1733042560.812638,5825,0.3726048171520233
1733042671.6769273,5898,0.3303390145301819
1733042677.7469625,5902,0.34610408544540405
1733042708.2641664,5917,0.37598156929016113
1733042816.340182,5958,0.35645103454589844
1733042820.8364866,5961,0.40639472007751465
1733042949.7405748,6046,0.3347015082836151
1733042983.434222,6063,0.3569151759147644
1733042987.9875479,6066,0.3327404856681824
1733043039.602968,6100,0.4214896559715271
1733043042.6396167,6102,0.3438681662082672
1733043053.2731986,6109,0.3773993253707886
1733043107.9390829,6145,0.3455038070678711
1733043147.193444,6166,0.3911283016204834
1733043232.2146196,6190,0.37920981645584106
1733043248.6457005,6201,0.3372329771518707
1733043289.4500983,6228,0.31070345640182495
1733043319.8319702,6248,0.33070123195648193
1733043327.4186752,6253,0.3499654233455658
1733043496.2380958,6359,0.37840861082077026
1733043511.423946,6369,0.3722144067287445
1733043595.23716,6419,0.3272828459739685
1733043672.2891846,6438,0.40189093351364136
1733043691.8601627,6451,0.3749213218688965
1733043700.922864,6457,0.3498813211917877
1733043720.6407144,6470,0.32669103145599365
1733043814.942084,6527,0.38441285490989685
1733043849.748583,6550,0.3407197594642639
1733043857.3493562,6555,0.39207732677459717
1733043893.7775526,6579,0.35991036891937256
1733043927.190617,6601,0.3556007742881775
1733043946.9422004,6614,0.37558242678642273
1733043991.0514448,6638,0.33320119976997375
1733044185.0921097,6734,0.4105944037437439
1733044221.6306522,6758,0.3713664710521698
1733044311.382544,6812,0.3241948187351227
1733044326.5754497,6822,0.36690080165863037
1733044355.4433281,6841,0.33825331926345825
1733044445.1457682,6895,0.3624148964881897
1733044551.8746476,6934,0.3623720407485962
1733044556.4137864,6937,0.31125470995903015
1733044574.6199274,6949,0.33986130356788635
1733044615.645028,6976,0.35828226804733276
1733044621.717747,6980,0.34183433651924133
1733044787.267322,7084,0.3578045070171356
1733044799.4282937,7092,0.38498184084892273
1733044829.91044,7107,0.34986183047294617
1733045023.924238,7204,0.35265466570854187
1733045063.616527,7230,0.33626389503479004
1733045104.7551384,7252,0.3816198408603668
1733045252.0922608,7344,0.36261534690856934
1733045264.1651163,7352,0.35776975750923157
1733045376.2144186,7393,0.3392867147922516
1733045468.4038627,7454,0.3684689998626709
1733045523.2542894,7485,0.38517075777053833
1733045620.415166,7549,0.328399658203125
1733045647.8038185,7567,0.38662081956863403
1733045662.9814985,7577,0.3386436700820923
1733045664.5024774,7578,0.338578999042511
1733045700.8626692,7597,0.31373095512390137
1733045784.842744,7620,0.3309583067893982
1733045813.2937996,7639,0.3713015913963318
1733045887.552877,7688,0.37857770919799805
1733045902.7297091,7698,0.33368343114852905
1733045907.2983234,7701,0.3452349007129669
1733045930.1435623,7716,0.3549743890762329
1733045987.9736986,7749,0.3603333532810211
1733046144.220704,7847,0.3981205224990845
1733046243.3248866,7882,0.37966030836105347
1733046308.5751724,7925,0.3814702033996582
1733046317.704154,7931,0.3850337266921997
1733046427.1869385,7998,0.39251449704170227
1733046457.5305336,8018,0.3893916606903076
1733046469.6735332,8026,0.36527109146118164
1733046484.871392,8036,0.39146071672439575
1733046545.7807357,8071,0.3689899444580078
1733046693.3241415,8138,0.3538167476654053
1733046741.8727121,8170,0.3785325586795807
1733046839.052049,8229,0.3443334996700287
1733046892.1917837,8264,0.3520653545856476
1733046908.911577,8275,0.3699146509170532
1733046927.1395037,8287,0.32410770654678345
1733046960.654487,8304,0.3747446537017822
1733047179.2867277,8418,0.3666187822818756
1733047240.1128702,8453,0.34685570001602173
1733047249.207311,8459,0.36397939920425415
1733047353.9426541,8528,0.3897789716720581
1733047476.25686,8572,0.35957634449005127
1733047485.214867,8578,0.34363853931427
1733047519.8663158,8601,0.37767571210861206
1733047527.4396667,8606,0.3986206650733948
1733047541.123792,8615,0.3815750479698181
1733047685.6406682,8705,0.379352867603302
1733047690.2002704,8708,0.37675774097442627
1733047732.7060654,8736,0.4004899263381958
1733047747.9016893,8746,0.3855617344379425
1733047843.7483203,8804,0.33972227573394775
1733047944.2104836,8839,0.3979986608028412
1733047994.3625605,8872,0.34416499733924866
1733047995.8813558,8873,0.3628268241882324
1733048087.2258334,8928,0.3595908284187317
1733048094.8231442,8933,0.3796449899673462
1733048339.763945,9057,0.3538053333759308
1733048344.2742126,9060,0.4018319845199585
1733048429.5175426,9116,0.3831467926502228
1733048440.241849,9123,0.3894382119178772
1733048469.35417,9142,0.3606308400630951
1733048481.4714286,9145,0.3707338571548462
1733048513.330313,9166,0.37290409207344055
1733048523.9508219,9173,0.36281266808509827
1733048558.8494043,9196,0.3681054711341858
1733048584.6670957,9213,0.41008660197257996
1733048611.980212,9231,0.36358368396759033
1733048621.0895739,9237,0.3796214461326599
1733048643.890871,9247,0.3860647678375244
1733048761.7801757,9293,0.3944234251976013
1733048773.7937078,9301,0.41970062255859375
1733049029.4645019,9464,0.3665424585342407
1733049040.0949988,9471,0.4028887152671814
1733049088.9233265,9498,0.3921566307544708
1733049208.111293,9545,0.38936612010002136
1733049221.7340157,9554,0.409972220659256
1733049270.4607031,9586,0.43033063411712646
1733049302.6215308,9607,0.42867374420166016
1733049375.937544,9650,0.37465980648994446
1733049380.5005598,9653,0.38812339305877686
1733049410.8636296,9673,0.40548014640808105
1733049421.4849799,9680,0.3839183449745178
1733049460.9899602,9706,0.36649268865585327
1733049626.7284281,9776,0.4492531418800354
1733049640.2625756,9785,0.3926718235015869
1733049650.838568,9792,0.4124031066894531
1733049670.5503306,9805,0.3932899832725525
1733049703.9679687,9827,0.3897097110748291
1733049769.370742,9865,0.4208069443702698
1733049814.9108043,9895,0.4053306579589844
1733049849.8273706,9918,0.4328034818172455
1733049877.185149,9936,0.386000394821167
1733050040.1934576,10006,0.37350255250930786
1733050149.2289248,10078,0.41590404510498047
1733050153.7995434,10081,0.3676837384700775
1733050222.1527033,10121,0.4097270369529724
1733050258.5836425,10145,0.38753417134284973
1733050365.2249315,10210,0.4001966714859009
1733050538.4451973,10288,0.421512246131897
1733050546.0901208,10293,0.37243014574050903
1733050550.6659412,10296,0.37371310591697693
1733050590.4516711,10322,0.3999953269958496
1733050665.1418843,10366,0.3971499502658844
1733050689.4297214,10382,0.41806745529174805
1733050725.8505878,10406,0.34442901611328125
1733050751.6881247,10423,0.40042176842689514
1733050918.820099,10494,0.3784429728984833
1733050949.098625,10514,0.38103753328323364
1733050959.7241619,10521,0.39570412039756775
1733051139.8889089,10634,0.3819175362586975
1733051144.4433076,10637,0.4311977028846741
1733051176.3312957,10658,0.41267991065979004
1733051320.3851194,10717,0.4232501983642578
1733051335.3670175,10727,0.380911648273468
1733051341.3667839,10731,0.4278562664985657
1733051385.2454917,10760,0.40642815828323364
1733051433.8707004,10792,0.3882043659687042
1733051435.3903315,10793,0.4461515247821808
1733051522.1423671,10845,0.4263596534729004
1733051547.9589002,10862,0.442386269569397
1733051569.207654,10876,0.4075965881347656
1733051593.4913032,10892,0.4214860498905182
1733051619.33378,10909,0.39191868901252747
1733051737.2371664,10949,0.42314469814300537
1733051806.4734385,10995,0.4320756196975708
1733051807.993639,10996,0.3961890935897827
1733051841.5002875,11018,0.41056692600250244
1733051852.2050326,11025,0.4038940668106079
1733051902.749594,11053,0.408933162689209
1733051917.9263535,11063,0.4151129126548767
1733051925.513463,11068,0.43436968326568604
1733051942.2370985,11079,0.4326995015144348
1733051955.9316108,11088,0.38569897413253784
1733051977.223834,11102,0.44414567947387695
1733052034.9322927,11140,0.4345139265060425
1733052039.4833567,11143,0.41164177656173706
1733052099.1598206,11177,0.38584840297698975
1733052105.249763,11181,0.4141320586204529
1733052186.3546774,11204,0.4122048020362854
1733052195.4369483,11210,0.3834984004497528
1733052198.460458,11212,0.382118821144104
1733052259.342322,11252,0.43806537985801697
1733052268.508056,11258,0.4011562168598175
1733052288.2592866,11271,0.35772258043289185
1733052295.8680468,11276,0.43904685974121094
1733052400.8435357,11340,0.3930184841156006
1733052429.7241607,11359,0.40111637115478516
1733052443.3860035,11368,0.4017159342765808
1733052519.087811,11413,0.38654473423957825
1733052599.4443014,11436,0.4230409264564514
1733052602.4398973,11438,0.3769175410270691
1733052603.9386404,11439,0.39713332056999207
1733052693.385008,11498,0.3785010576248169
1733052711.7008014,11510,0.40740522742271423
1733052950.0215466,11657,0.37404900789260864
1733053080.0816572,11710,0.43229609727859497
1733053110.5228183,11730,0.3664866089820862
1733053157.9074376,11761,0.40972739458084106
1733053179.2866774,11770,0.4032728672027588
1733053205.0878227,11787,0.40715453028678894
1733053217.2290606,11795,0.42161720991134644
1733053230.905962,11804,0.4056411683559418
1733053278.0115206,11835,0.4259170591831207
1733053344.8888443,11874,0.4292367696762085
1733053363.0574226,11886,0.3869790732860565
1733053444.1891735,11909,0.41431674361228943
1733053465.2224963,11923,0.39425891637802124
1733053468.2397432,11925,0.42505717277526855
1733053577.9295127,11997,0.4038904309272766
1733053695.1917133,12069,0.39298486709594727
1733053766.6973403,12111,0.3929987847805023
1733053925.2145185,12186,0.3799005150794983
1733053957.0878327,12207,0.4046844244003296
1733053964.6824589,12212,0.44336727261543274
1733053985.9849415,12226,0.3958129286766052
1733054016.4430168,12241,0.4256590008735657
1733054026.9966052,12248,0.3934593200683594
1733054055.7911258,12267,0.4059009850025177
1733054074.005693,12279,0.388816237449646
1733054268.2897651,12376,0.3873637318611145
1733054315.0675037,12402,0.4347006678581238
1733054321.1176748,12406,0.4167355000972748
1733054345.390095,12422,0.42952755093574524
1733054395.606954,12455,0.3880692720413208
1733054409.330047,12464,0.41241639852523804
1733054514.1969025,12528,0.4000342786312103
1733054518.7538404,12531,0.39898091554641724
1733054543.025077,12547,0.39511838555336
1733054730.3873441,12634,0.39938652515411377
1733054743.9241107,12643,0.41028454899787903
1733054790.965067,12674,0.42483046650886536
1733054824.4281147,12696,0.39155861735343933
1733054976.5269668,12791,0.37843531370162964
1733055144.3844845,12863,0.4326508045196533
1733055213.7391243,12909,0.39709341526031494
1733055256.2942128,12937,0.4376532733440399
1733055353.7030854,12996,0.39843472838401794
1733055378.0143657,13012,0.3799329996109009
1733055425.0955472,13043,0.42273059487342834
1733055476.8744833,13072,0.4062953293323517
1733055572.9339206,13102,0.3547411561012268
1733055592.432039,13115,0.4138537049293518
1733055621.114625,13134,0.438707172870636
1733055686.4376848,13177,0.42692333459854126
1733055724.4774945,13197,0.3900924324989319
1733055812.6211326,13255,0.3668506443500519
1733055838.4400573,13272,0.39860114455223083
1733055887.040878,13299,0.43373411893844604
1733055900.6489208,13308,0.43602779507637024
1733055918.8424776,13320,0.41336020827293396
1733055986.397121,13332,0.4273945689201355
1733056008.799975,13347,0.40485215187072754
1733056014.8040128,13351,0.3955225348472595
1733056040.4392662,13368,0.41693252325057983
1733056095.0796793,13404,0.4397902488708496
1733056163.7706285,13444,0.3911239504814148
1733056165.291486,13445,0.4446871876716614
1733056171.361514,13449,0.4212188124656677
1733056213.9195013,13477,0.4083547592163086
1733056333.8971143,13551,0.42444872856140137
1733056433.4699218,13587,0.4533252716064453
1733056513.6759405,13640,0.38416290283203125
1733056519.7467442,13644,0.39028608798980713
1733056550.125588,13664,0.38805222511291504
1733056632.30048,13713,0.38031426072120667
1733056676.3334732,13742,0.40932023525238037
1733056747.8766444,13784,0.388149619102478
1733056872.1793835,13835,0.4026425778865814
1733056894.8971403,13850,0.390656977891922
1733056907.043374,13858,0.41226354241371155
1733056916.1492524,13864,0.4106665253639221
1733057004.424211,13917,0.3719941973686218
1733057008.9825957,13920,0.4124820828437805
1733057069.7247355,13960,0.4089236259460449
1733057107.6810682,13985,0.40979427099227905
1733057159.3920314,14014,0.4265938997268677
1733057258.3324573,14048,0.4054347276687622
1733057310.9958448,14083,0.46245846152305603
1733057345.9356246,14106,0.4178909659385681
1733057370.222312,14122,0.4519462287425995
1733057458.4427378,14175,0.4096161127090454
1733057488.8199644,14195,0.4109138250350952
1733057493.3895316,14198,0.46192795038223267
1733057508.565644,14208,0.41073188185691833
1733057517.6725357,14214,0.36983659863471985
1733057551.0788236,14236,0.4108577370643616
1733057728.6016994,14318,0.41100117564201355
1733057950.5595615,14459,0.42496389150619507
1733057959.6713102,14465,0.3936101794242859
1733058103.9513881,14525,0.41025102138519287
1733058105.445664,14526,0.4035035967826843
1733058114.4380007,14532,0.4312450587749481
1733058127.9356897,14541,0.4315553307533264
1733058153.5529845,14558,0.45611342787742615
1733058171.7111173,14570,0.42842811346054077
1733058180.8174267,14576,0.39963242411613464
1733058277.9129303,14635,0.39350956678390503
1733058353.80132,14685,0.4132980704307556
1733058432.8978496,14732,0.44488513469696045
1733058533.9121032,14768,0.4593620002269745
1733058569.9854324,14792,0.3870759606361389
1733058574.5214167,14795,0.401641845703125
1733058696.3787715,14870,0.40654364228248596
1733058705.4926627,14876,0.3909796178340912
1733058751.0328975,14906,0.38869181275367737
1733058764.7091463,14915,0.4318963289260864
1733058770.7805624,14919,0.44195878505706787
1733058779.8873336,14925,0.43931782245635986
1733058877.0308053,14984,0.40303122997283936
1733058974.0193992,15017,0.4211667478084564
1733058975.5235121,15018,0.4323757290840149
1733058987.588191,15026,0.4504704475402832
1733058993.624795,15030,0.401860773563385
1733059019.3820026,15047,0.41479599475860596
1733059124.34632,15111,0.37154144048690796
1733059153.1909356,15130,0.39231833815574646
1733059203.2957766,15163,0.3875212073326111
1733059204.811417,15164,0.427141398191452
1733059241.2834852,15188,0.43068552017211914
1733059411.3746603,15265,0.3755735158920288
1733059507.052995,15328,0.43568581342697144
1733059578.5166626,15370,0.3990757167339325
1733059584.5832117,15374,0.4118974208831787
1733059651.3658824,15418,0.43438202142715454
1733059687.7570877,15437,0.44159847497940063
1733059836.4787629,15504,0.4255741238594055
1733059924.5900073,15562,0.3821675479412079
